repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
673454658,Curso_Criptomonedas_Ethereum,apholdings,11,0,JavaScript,,Curso de Programacion con Solidity para crear Criptomonedas con Ethereum y Polygon,K,Financial and insurance activities,high
650706196,solopython_frontend,apholdings,11,1,TypeScript,,Frontend para la pagina web de SoloPython,J,Information and communication,high
629206973,Riskfolio-FDP-Webinar,dcajasn,11,2,Jupyter Notebook,,"Materials from the Webinar ""How to build better portfolios with Python using Riskfolio-Lib""",K,Financial and insurance activities,high
1022657614,psiformer_torch,jorgemunozl,11,1,TeX,"attention-mechanism, computational-physics, computational-quantum-mechanics, google-deepmind, kfca, mlp, natural-gradient, quantum-mechanics, torch, training, transformer, wandb, wave-equation-solver",self-attention neural torch ansatz for electronic structure calculations introduced in the paper  “A Self-attention Ansatz for ab initio Quantum Chemistry” from Google Deep Mind.,M,"Professional, scientific activities",high
262809400,CMIP6-WORLDCLIM-HANDLING,Hydroenvironment,11,6,R,,CMIP6 climate data extraction and treatment by multi-polygon shapefile using ESGF NetCDF and WORLDCLIM datasets,A,"Agriculture, forestry and fishing",high
256257206,CMIP5-and-Google-Earth-Engine,Hydroenvironment,11,5,JavaScript,"climate-change, climate-data, cmip5","Javascript tools to extract NASA-NEC GDDP Climate change daily data in CMIP5 Phase from 21 General Circulation Models (GCM`s). Available daily precipitation, maximum and minimum °T.",M,"Professional, scientific activities",high
870442441,hauntedfolio,xavimondev,11,0,TypeScript,"ai, astro, cloudinary","Hauntedfolio 🎃 - generates a fun, creepy portfolio to showcase your top repositories, languages, and bio, enhanced with spooky visuals and mysterious facts.",R,"Arts, entertainment and recreation",high
175478102,auto-text,defunkydrummer,11,0,Common Lisp,"common, common-lisp, csv, encoding, eol, text","Automatic  (encoding, end of line, column width, etc) detection for text files. 100% Common Lisp.",J,Information and communication,high
454483131,DeliveryApp,PaulGuillen,11,6,Kotlin,"admin, cardview, client, drawable, kotlin, mercadopago, repartidor, retrofit2, role","An app with a client, admin , delivery rol , so u can managment your data product.",G,Wholesale and retail trade,high
947475112,crud-routes,edgefirst-dev,11,0,TypeScript,,A helper to create CRUD routes in React Router similar to `resources` in Rails,J,Information and communication,high
42600608,coordinate,jaime-olivares,11,2,C#,"coordinates, csharp, geolocation, gis, iso, iso6709, latitude, longitude, xml","C# Classes to store, handle, and retrieve geodesic coordinates, in memory, database, and XML, according to the ISO 6709 standard",M,"Professional, scientific activities",high
1034811211,btech-nest-knowledge-base,madmarin,11,0,TypeScript,"knowledge-base, microservices, nats, nestjs",Microservicio respectivo a la base de conocimiento del sistema de tickets,J,Information and communication,high
859515633,zodiacle-api,madmarin,11,0,Python,"api-rest, horoscope, tarot, zodiacle","API Para obtener las predicciónes zodiacales del dia, del dia siguiente, semanal y mensual.",R,"Arts, entertainment and recreation",high
492373532,RickAndMortyApp,EduDev06,11,4,Kotlin,"android, android-clean-architecture, coil-image-loader, coroutines, hilt-compose, hilt-dependency-injection-android, jetpack-compose, kotlin-flows, mvvm-android, retrofit2, viewmodel","RickandMortyApp is an application that get character data from Rick And Morty Api, which is developed with Clean Architecture, Retrofit, MVVM Pattern, Jetpack Compose, Hilt and other useful libraries like Coil and more.",R,"Arts, entertainment and recreation",high
545055303,Crypto-World,cmolinan,11,0,JavaScript,"api-rest, css3, javascript, reactjs, redux-toolkit, responsive-web-design","Crypto World is a webApp that shows online information, coming from the company CoinGecko, about the hundred most important Cryptocurrencies of the moment, also showing some of their detailed data.​ Built with React & Redux, based on external API.",K,Financial and insurance activities,high
532660549,Hollywood-Central-project,cmolinan,11,0,,"css3, html5, javascript, responsive-web-design, rest-api","It's a responsive web application based on externals APIs, which randomly displays many TV Shows, Actors and Actresses allowing the user to request details of each one through pop-up windows and give them ""likes"" and comments. Built with HTML, CSS and JavaScript.",R,"Arts, entertainment and recreation",high
74621813,fmovies,pieromarini,11,2,JavaScript,,Scraper for fmovies,R,"Arts, entertainment and recreation",high
789707,django-generic-images,soad241,11,1,Python,,github clone of http://pypi.python.org/pypi/django-generic-images/0.36.1,J,Information and communication,high
394149476,Payload_generator,Gabrieltec123,11,1,JavaScript,"anonytun, http-custom, http-injector, internet-gratis, kpn-tunnel, netfree, stark-vpn, tls-tunnel, vpns, youtube",Sirve para ver las peticiones entre el navegador y el servidor pero en el caso del internet gratis a través de vpn también los puede ayudar muchísimo .,J,Information and communication,high
718313962,apuntes-inventarios-react,Franklin369,10,5,JavaScript,,,G,Wholesale and retail trade,medium
511986682,Snowflake-StudyClub,DataEngineering-LATAM,10,0,,"analytics, data-analysis, data-analytics, data-engineering, data-science, snowflake",Grupo de estudios de Snowflake organizado por la comunidad Data Engineering Latam,M,"Professional, scientific activities",high
484716515,wpsoffice,CodigoCristo,10,3,HTML,,MUI + DICTS,J,Information and communication,medium
487621567,RedTeaming,Open-Sec,10,6,,,,O,Public administration and defense,medium
635176129,Leaflet.MeasurePolygon,olanaso,10,1,JavaScript,,,F,Construction,medium
237062465,LRP-Steal,karenciita,10,8,Lua,,This was designed to enhance the role of theft.  It was created by Shinxd and Karen for LatamRP.,R,"Arts, entertainment and recreation",high
62957823,htmlService-get-set-data,zmandel,10,2,JavaScript,,for Google Apps Script HtmlService. Set and get a data object on an htmlOutput,J,Information and communication,high
136384505,gddownloader,d4n3436,10,2,AutoHotkey,"ahk, autohotkey, geometry-dash, newgrounds",A script for downloading Newgrounds banned songs.,R,"Arts, entertainment and recreation",high
860544770,Data-Mining-UNAM,haroldeustaquio,10,2,Jupyter Notebook,"apriori-algorithm, arima-model, association-algorithm, association-rules, classification, clustering, decision-tree-classifier, fp-growth-algorithm, logistic-regression, machine-learning, mineria-de-datos, neural-network, regression-models, rnn, seq-to-seq, seq2seq, triple-exponential-smoothing, unam","This repository showcases projects from the Data Mining course at UNAM, Mexico. It includes analyses of customer behavior, sales transactions, and a sequence-to-sequence model for text generation based on the Harry Potter series, all developed and presented throughout the semester.",M,"Professional, scientific activities",high
856634412,SQL-Coding-Challenges,haroldeustaquio,10,1,TSQL,"challenge, data-analysis, database, hackerrank-solutions, mysql, query, sql, sqlite, t-sql-exercises","This repository contains SQL problems from HackerRank, DataLemur and other challenges. Contains solutions to improve skills in database querying, optimization, and data manipulation.",J,Information and communication,high
1037505615,btech-rust-microservice-cache,madmarin,10,0,TypeScript,"cache, microservice, package, rust",Caché memory para microservicios creados con Rust,J,Information and communication,high
1037047390,btech-cpp-metrics-service,madmarin,10,0,C++,,,J,Information and communication,low
1034239082,martinez-react-frontend,madmarin,10,0,TypeScript,,Frontend para gestionar el sistema de ferretería de la Ferretería Martínez,G,Wholesale and retail trade,high
933882078,github-portfolio,madmarin,10,0,TypeScript,"react, tailwindcss, typescript",A personal portfolio template same github,J,Information and communication,high
18576506,Menus-con-HTML5-y-CSS3,henrychavez,10,8,CSS,,Distintos estilos de Menús con html5 y css3 para que puedan emplear en sus proyectos,J,Information and communication,high
488048515,zig-wefx,daneelsan,10,1,Zig,"gfx, html5-canvas, javascript, wasm, zig","WEFX is a simple graphics drawing package using Zig, WASM, and an HTML canvas.",J,Information and communication,high
261029872,node-microservices-template,ldiego73,10,2,TypeScript,"cqrs, ddd, domain-driven-design, event-sourcing, microservices, node, nodejs, typescript","Node Microservices Template using Driven Design Domain (DDD), CQRS and Event Sourcing",J,Information and communication,high
330157687,translations,helpdesk-z,10,18,PHP,,Translations for HelpDeskZ 2,J,Information and communication,high
480254152,EsBTCv3,tudineroweb,10,7,Python,,New Version Hack script For mining ESCOIN free,K,Financial and insurance activities,high
1018125626,jakarta-ee-developer-full-path,apuntesdejava,10,1,Java,"glassfish, jakartaee, jakartaee11, java, payara, payara-server",Documentación de Jakarta EE con Payara y GlassFish: El Camino Completo del Desarrollador Moderno,J,Information and communication,high
428063284,PSWebSearch,JuanOrbegoso,10,0,PowerShell,"console, powershell, powershell-module, terminal, web-search","PowerShell module that adds aliases to search with Bing, Google, YouTube, GitHub, and other popular services from the PowerShell console to launch the web browser without actually using the mouse.",J,Information and communication,high
421192556,wish-list-api,JuanOrbegoso,10,1,TypeScript,"access-token, authentication, clean-architecture, ddd, docker, jest, mikroorm, mongodb, nestjs, refresh-token, repository-pattern, swagger, unit-of-work-pattern",Backend API built with NestJS using Domain-Driven Design and Clean Architecture.,G,Wholesale and retail trade,medium
666261217,filament-saas,aldriguz,10,7,PHP,"admin, filamentphp, laravel, multitenancy, single-database, tenancy-for-laravel",Filament admin multi tenancy single DB demo ,J,Information and communication,high
232239771,java-tcs-202001,gcquirozguzman,10,4,,,Taller de Java TCS,P,Education,high
543831299,SpaceHub,cmolinan,10,0,,"css3, reactjs, redux-toolkit, responsive-web-design, rest-api","It'a responsive web application for a company that provides commercial and scientific space travel services. The application allow users to book rockets and join selected space missions, working with real live data from the SpaceX API.  Built with React & Redux.",H,Transportation and storage,high
552195401,portfolio,yupanquiah,10,0,Astro,"astro, css, html, javascript, tailwindcss",This is my portfolio,J,Information and communication,high
922423824,auth-alpaca,rogelioolarte,10,5,Java,"jwt, multiple-authentication, oauth2, register-login, security, spring, spring-boot",Spring Boot App that focuses on implementing multiple authentication methods using OAuhth2 and JWT.,J,Information and communication,high
580827343,IWSLT2023_Quechua_data,Llamacha,10,0,JavaScript,,,P,Education,medium
1231080,django-endless-pagination,soad241,10,1,Python,,django-endless-pagination github clone,J,Information and communication,high
791523,django-annoying,soad241,10,3,,,django annoying,J,Information and communication,high
791338,django-messages,soad241,10,2,Python,,django messages clone on github,J,Information and communication,high
637421720,Curso_Inteligencia_Artificial_Ejercicios_Avanzados,apholdings,9,4,Python,,Recursos del curso de inteligencia artificial ejercicios avanzados,P,Education,high
809560649,126_ANGULAR17_AUTHENTICATION_JWT,CodigoEstudiante,9,2,TypeScript,,,J,Information and communication,high
785395898,120_Angular17CRUDconWebAPINET8,CodigoEstudiante,9,2,C#,,,J,Information and communication,medium
1027281331,summerSchool_OperatorLearning_UNT,jorgemunozl,9,1,Jupyter Notebook,,,P,Education,high
1026265430,arch-nvim-latex,jorgemunozl,9,1,Lua,"archlinux, late, latex, nvim, nvim-plugin, vimtex",Automated setup for Vim + LaTeX on Arch Linux. Provides preconfigured installation profiles (light / medium / full) with sane defaults. Zero manual tweaking required after install and even debug.,M,"Professional, scientific activities",high
554915039,pecc_d4,PCPUNMSM,9,2,Jupyter Notebook,,,J,Information and communication,low
86495939,ohexperimentsmachine,rafaesc,9,1,Vue,,Oliver Heldens Experiments Machine is a non-commercial and unofficial game,R,"Arts, entertainment and recreation",high
21548132,python-easyxsd,gnrfan,9,8,Python,,Easy XML Schema Definition (XSD) validation of XML documents,M,"Professional, scientific activities",medium
487617295,Pentesting,Open-Sec,9,5,,,,J,Information and communication,high
593351354,boostgrammar.io,xavimondev,9,0,TypeScript,"astro, cloudfare, fastify, midudev-cohere-2023, preact, railway, supabase, tailwindcss",Platform to improve your grammar and become an expert in English.,P,Education,high
679364046,PiggyBank,carlosgub,9,2,Kotlin,"kmp, kotlin-multiplatform, mvi, mvi-architecture, open-source, orbit-mvi, orbit-mvi-testing, orbit-testing, sqldelight, testing, turbine, unit-testing",Finance App to control your finances,K,Financial and insurance activities,high
169100843,spinneret-vue,defunkydrummer,9,0,Common Lisp,"common-lisp, lisp, vue",Patches spinneret for working with vue.js components and the like.,J,Information and communication,high
838434087,BlagBox,atejada,9,1,Python,,"The ultimate Email, Calendar and Contacts Terminal Client",J,Information and communication,high
442657635,zphisher,NextKool,9,9,Hack,,Una herramienta de phishing automatizada con más de 30 plantillas. ¡Esta herramienta está hecha solo con fines educativos! ¡El autor no será responsable por el mal uso de este kit de herramientas!,J,Information and communication,high
964031882,Ames-Housing-Price-Predictor,haroldeustaquio,9,0,Jupyter Notebook,"ames-housing-dataset, docker, gcp, machine-learning, prediction-model, python","Ames Housing Price Predictor is an ML project focused on predicting housing prices in Ames, Iowa. Development spans all stages of the machine learning model lifecycle, from data exploration and cleansing, through feature engineering and model selection, to deploying a working API using FastAPI, Docker, and GCP.",L,Real estate activities,high
926540026,SocialNet-Graphs,haroldeustaquio,9,1,Python,,"This project generates synthetic social network data and applies graph theory to analyze relationships and interactions. It includes synthetic tables for tweets, users, and interactions, a directed graph for user interactions with key metrics, and a bipartite graph linking tweets to hashtags.",J,Information and communication,high
876588229,Artificial-Intelligence-UNAM,haroldeustaquio,9,1,Jupyter Notebook,"adversarial-search, artificial-intelligence, fuzzy, fuzzy-logic, intelligent-agent, unam","This repository contains projects and exercises developed during the Artificial Intelligence course at UNAM. It covers topics such as fuzzy logic, adversarial search algorithms, intelligent agents, and more.",M,"Professional, scientific activities",high
828456681,Python-Coding-Challenges,haroldeustaquio,9,0,Jupyter Notebook,"challenge, data-processing, data-structures, datalemur, leetcode, pandas, python","Repository dedicated to solving Python problems from LeetCode, DataLemur and other programming challenges. Contains solutions implemented in Python to improve skills in algorithms and data structures.",M,"Professional, scientific activities",high
587368415,tinylisp,daneelsan,9,1,Zig,"html, javascript, lisp, wasm, zig","A web-based Lisp interpreter with a ""terminal"" interface",J,Information and communication,high
74166750,express-ejs-extend,bryanjhv,9,4,JavaScript,"ejs, express-middleware, nodejs",Layouts support for EJS templates in Express 3+.,J,Information and communication,high
263535964,google_maps_marker_center,edwinmacalopu,9,8,Dart,,":earth_americas:  :mag_right:  :triangular_flag_on_post: geolocation and address of place, also move the marker in the center with google maps in flutter.",I,Accommodation and food services,medium
454038631,WhatsApp-messages-bulk-sending,braulio-arteaga,9,1,Jupyter Notebook,,Python notebook allows send bulk whatsapp messages to contacts (not necessarily saved) using an excel file and the selenium package. It also produces a final report on the sending status of the messages.,G,Wholesale and retail trade,high
588417634,stargus,bercode21,9,2,HTML,,stargus - Restaurant Website,I,Accommodation and food services,high
862415,whoosh,soad241,9,0,Python,,github whoosh clone,J,Information and communication,high
790866709,happybirthdayboladenieve,mabelolivera10,8,0,CSS,,,R,"Arts, entertainment and recreation",medium
814956439,127_Sistema_Venta_CSharp_SQLite,CodigoEstudiante,8,3,C#,,,G,Wholesale and retail trade,high
433863286,android-developer-notes,emedinaa,8,1,,,android developer notes,J,Information and communication,high
677630972,Raxer,BracoZS,8,1,C#,"customize, mouse, mouse-buttons, remap, swap-mouse-buttons, windows-10, windows-11",Application to customize and remap mouse buttons to other buttons or functions based on user-defined settings. Useful for adapting mouse behavior to specific workflows.,J,Information and communication,high
1023263408,Finetunning-Llama-Vision-11b,jorgemunozl,8,1,Python,"bench, fine-tuning, llama, lora, mermaid, mermaid-diagrams, vision, vllm","Inference and finnetunning of a VLM (LLama Vision 11b) using the Unsloth, PEFT libraries and torch.",M,"Professional, scientific activities",high
1005857276,Synthetic-Data,jorgemunozl,8,0,Python,"ai, artificial-intelligence, async, data-generation, flowchart, langchain, langgraph, llm, mermaid, python, syntetic-dataset, synthetic-data, workflow-automation","Agentic -powered synthetic data generator that creates flowcharts using LangGraph orchestration. Features FastAPI integration, OpenAI LLM processing, and automated Mermaid diagram generation.",M,"Professional, scientific activities",high
973458061,deepLearning_lectures,jorgemunozl,8,1,Jupyter Notebook,"cuda, deep-learning, educational-project, gpu, llm, notebook, torch, transformers, vit",A educational set of notebooks on Deep Learning,P,Education,high
1004921795,whatsapp-group-link-checker-by-wajahat-ali-mir,wajahat-ali-mir-dev,8,0,Python,,"🚀 A powerful Python-based WhatsApp Group Link Checker by Wajahat Ali Mir. This tool scans, verifies, and filters WhatsApp invite links, helping users manage active group links efficiently.",J,Information and communication,high
797001844,NETWebDeveloper2024-fundamentos,erickorlando,8,1,C#,,Repositorio del curso de ASP.NET 8 WEB DEVELOPER - MODULO DE FUNDAMENTOS DE PROGRAMACION,P,Education,high
321149735,crisparch,CodigoCristo,8,0,Shell,,Script instalar arch para usuarios,J,Information and communication,high
236139003,summer-school-2020,PCPUNMSM,8,4,HTML,,Summer School developed at South America Summer 2020,P,Education,high
21368293,dotfiles,CoreyKaylor,8,3,Lua,,,J,Information and communication,high
642124332,jobsia,xavimondev,8,1,TypeScript,"infojobs-hackathon, nextjs, openai, radix-ui, speech-recognition, supabase, tailwindcss, tremor",Es una plataforma web con búsqueda avanzada de trabajo en la que podrás ser entrevistado(a) por un asistente de inteligencia artificial usando reconocimiento de voz.,N,Administrative and support activities,high
692622708,carlosgub.dev,carlosgub,8,0,HTML,"kobweb, kotlin, multiplatform",Personal website using kobweb,J,Information and communication,high
826506713,Python_0_to_hero,JulianB0315,8,0,Python,"pip, practice-project, python","Repositorio colaborativo para estudiar y practicar Python💪💻👾. Aquí encontrarás ejercicios, ejemplos de código, proyectos y recursos útiles para mejorar nuestras habilidades en Python📚📚.",P,Education,high
530860116,mappingForestDisturbances,ytarazona,8,1,Jupyter Notebook,,Detecting forest disturbances using Sentinel-1 through a non-seasonal detection approach based on time series,A,"Agriculture, forestry and fishing",high
88781252,propuestas-meetup,Android-Dev-Peru,8,3,,,Manda tu propuesta para una charla o workshop en la pestaña Issues,P,Education,medium
214849529,kennyhorna-blog,kennyhorna,8,3,CSS,"blog, jigsaw, php, static-site",My personal blog.,J,Information and communication,high
661889412,f1-next-app,lordksix,8,0,TypeScript,"focus-trap, framer-motion, mongodb, nextjs, radix-ui, react-hook-form, reactjs, tailwindcss, typescript","Web application where the user can check all information about Formula 1. This app is written using Tailswind, NextJS, ReactJS and Typescript",R,"Arts, entertainment and recreation",high
418597369,awesome-books,piero-vic,8,1,JavaScript,"css, html, javascript, microverse",📖 Awesome books project for Microverse. Built using plain JavaScript.,P,Education,high
431164798,watermelondb-server-prisma,jhonatanmacazana,8,3,TypeScript,,Server to allow synchronization of watermelonDB instances with Prisma and Express.,J,Information and communication,high
291428938,JS-Shooter-Game,sergiomauz,8,1,JavaScript,"es6, nodejs, phaser3, shooting-game, webpack","It is a shooting videogame, developed using ES6 and Phaser3 and inspired by Starcraft characters.",R,"Arts, entertainment and recreation",high
56947961,Ionic2Pokedex,android-sos,8,3,JavaScript,,Ionic 2 Pokedex,R,"Arts, entertainment and recreation",high
872548504,email,edgefirst-dev,8,0,TypeScript,,An Email object useful to work with email addresses,J,Information and communication,high
872113789,api-client,edgefirst-dev,8,0,TypeScript,,A basic HTTP client for making API requests,J,Information and communication,high
661745052,Awesome-Books,JuanDiegoGuerra,8,0,JavaScript,,"""Awesome books"" is a simple website that displays a list of books and allows you to add and remove books from that list. By building this application, you will learn how to manage data using JavaScript. Thanks to that your website will be more interactive. You will also use a medium-fidelity wireframe to build the UI.",J,Information and communication,high
644042938,Module_2-Capstone,JuanDiegoGuerra,8,1,JavaScript,,The JavaScript capstone project is about building your own web application based on an external API.,J,Information and communication,high
634799891,revanced-integrations,d4n3436,8,1,Java,,🔩 Integrations containing helper classes for ReVanced. Originally maintained by Vanced.,J,Information and communication,high
160733432,R-Ladies-Lima-rmarkdown,VilmaRomero,8,3,HTML,"ggplot2, leaflet, plotly, rmarkdown",Taller de R Markdown preparado para R-Ladies Lima,M,"Professional, scientific activities",high
93784353,tesis_csunsa,larc,8,0,TeX,,template thesis cs-unsa,P,Education,high
954385498,Pima-Diabetes-Prediction,haroldeustaquio,8,0,Jupyter Notebook,"api, aws, classification, deployment, docker, docker-container, docker-image, elasticbeanstalk, fastapi, machine-learning, pima-diabetes-data","This project implements a complete machine learning pipeline to predict diabetes risk using the Pima Indians dataset. It covers data preprocessing, model building, validation, optimization, and deployment via a FastAPI-based API.",Q,Human health and social work,high
882536518,Analysis-of-Oncological-Diseases-in-Peru,haroldeustaquio,8,0,R,"analysis, data, diseases, powerbi, r, sql, sqlite","This repository presents an analysis of care related to the 7 most frequent cancers in 2022, compiling open data provided by FISSAL. This report includes a breakdown of consultations by department, a patient profile by age, insurance and sex, as well as the most requested types of services. The findings are complemented by an interactive dashboard",Q,Human health and social work,high
870897795,Web-Scraping-with-Python,haroldeustaquio,8,0,Jupyter Notebook,,,M,"Professional, scientific activities",medium
774752087,Air-Quality-Analysis-in-Lima,haroldeustaquio,8,1,Python,"aws, aws-ec2, aws-lambda, aws-rds, data-visualization, powerbi, python, rds-mysql","The Air Quality Analysis in Lima project aims to collect, analyze and visualize air quality data in the city of Lima, Peru. We will use API to obtain real-time data from https://waqi.info/",D,"Electricity, gas, steam supply",medium
468394227,rocket-dokku,marcomnrq,8,1,TypeScript,"adonisjs, dokku, javascript, node-ssh, nodejs, typescript",🚀 Fully Featured Open Source Admin Dashboard for Dokku,J,Information and communication,high
456724684,Tip-calculator,Kakalanp,8,0,JavaScript,"calculator, css, html, javascript, node, tip-calculator, webpack","This is a calculator for paying a bill; using HTML, CSS, JavaScript, and Webpack; you can divide a bill and a percental tip with many people.",I,Accommodation and food services,high
395077484,Curso_GEE_con_JavaScript,mastergis,8,6,JavaScript,,,M,"Professional, scientific activities",medium
527094820,ajatt,Rotvie,8,1,Lua,"ahk, ajatt, anki, mpv",My personal setup and resources for AJATT,P,Education,high
1006898139,sql-to-go,giancarlosisasi,8,0,Go,,This tool is designed to generate Go structs from a PostgreSQL database schema. It can generate either a single `models.go` file with all structs or separate files for each table.,J,Information and communication,high
499890691,TRG-net,rodp63,8,0,Python,"faster-rcnn, gmm, lightweight, motion-detection, object-detection",A Lightweight Gaussian-Based Model for Fast Detection and Classification of Moving Objects,M,"Professional, scientific activities",high
723992533,sahi_batched,dceluis,8,0,Python,,Sahi batched inference (Yolov8 only),M,"Professional, scientific activities",medium
61784289,Odontograma_PHP_MYSQL,cucarach0n,8,15,PHP,,,Q,Human health and social work,high
574674389,etl-houseslima-properati,SebasMBK,8,1,Python,,,L,Real estate activities,high
4575191,Whatsadd,Dvex,8,7,PHP,,Trabajo Whatsadd ,J,Information and communication,low
399421805,QuBERT,Llamacha,8,3,Jupyter Notebook,"language-model, low-resource-languages, quechua, roberta-model",,M,"Professional, scientific activities",high
637425991,Curso_Introduccion_a_Inteligencia_Artificial,apholdings,7,0,Python,,Curso de introduccion a la integelincia artificial con python,P,Education,high
815568271,128_Sistema_Prestamo_CSharp_SQLite,CodigoEstudiante,7,4,C#,,,K,Financial and insurance activities,high
834357963,GlobalHotKeysRX,BracoZS,7,2,C#,"csharp, desktop, global, hotkeys, net8, windowless, windows, wpf",Simple C#  Library for creating global hotkeys.,J,Information and communication,high
1026265931,syncZ,jorgemunozl,7,1,Python,"auto-delete, bidirectional, ethernet-ip, lan, local, pdf, python, python-cli, sync, synchronization, zotero, zotero-sync","File sync tool with bidirectional sync, PDF search integration. handwritten with Okular supports Ubuntu and Arch, (If you have a ton of papers use it!)",J,Information and communication,high
1022651956,jorgemunozl.github.io,jorgemunozl,7,0,TypeScript,"github, githubio, nodejs, react, reactjs",My Blog and personal website,J,Information and communication,high
1009722198,jorgemunozl,jorgemunozl,7,0,,"readme, readme-md, readme-profile",My README,J,Information and communication,high
1002202704,vla-test,jorgemunozl,7,0,Jupyter Notebook,"docs, huggingface, jupyter-notebook, lerobot, robotics, tokenizer, transformer, vision, vit","Documentation of my tests, experiments and debuggin for improve Vision Language Action Models for NONHUMAN Research robots",M,"Professional, scientific activities",high
947569708,HeatEquationPINN,jorgemunozl,7,0,Python,"neural, physics, python, pytorch, scientific-computing",An implementation of a Physics-Informed Neural Network (PINN) for solving the heat equation subject to zero Neumann boundary conditions.,M,"Professional, scientific activities",high
474390173,Progra-2-2022-1,JoseMascaros,7,9,C++,,Weekly classes repository 2022-1,P,Education,high
453501972,AWS-StudyClub,DataEngineering-LATAM,7,2,Python,,,J,Information and communication,medium
718908456,PortalGalaxyBlazor,erickorlando,7,3,C#,,Curso de Aplicaciones Empresariales ASP.NET 7,J,Information and communication,high
882086279,coexisting-vue-2-vue-3-in-large-apps,jhony-v,7,0,,"frontend, javascript, microfrontend, typescript, vue",Coexisting Vue 2 and Vue 3 in Large-Scale Applications,J,Information and communication,high
205491400,quantum-mechanics,PCPUNMSM,7,3,Jupyter Notebook,,Materiales sobre Mecánica Cuántica del Club de Python para Físicos,M,"Professional, scientific activities",high
495183967,Machine-Learning-Program,john-caballero,7,13,Jupyter Notebook,,This is a scripts repository used on my machine learning program.,M,"Professional, scientific activities",medium
34227854,virality,ArturoDeza,7,2,Matlab,,Virality Dataset of the CVPR'15 paper,M,"Professional, scientific activities",high
142117836,Probability-Distributions-for-hydrology-with-R,GeomarPerales,7,0,R,"hydrology, hydrology-statistical, imf, statistical, unmsm",scripts developed for course of statistical hydrology - IMF - UNMSM.,E,Water supply; sewerage,high
140155957,Probability-Distributions-for-hydrology-with-Python,GeomarPerales,7,2,Python,"hydrology, hydrology-statistical, imf, statistical, unmsm",scripts developed for statistical hydrology - IMF - UNMSM.,E,Water supply; sewerage,high
783086530,fs-emmet,xavimondev,7,0,TypeScript,"astro, files, folders, typescript, vscode-extension",A VSCode extension that helps you create folders and files with ease from your editor.,J,Information and communication,high
611336208,whatis.dev,xavimondev,7,0,Svelte,"astro, lookup-terms, svelte, tailwiindcss, vercel",Look up essential programming terms and master your vocabulary of programming.,J,Information and communication,high
751535946,website-kotlin,Android-Dev-Peru,7,0,HTML,,"Web de la comunidad, hecha con Compose (Kobweb)",J,Information and communication,medium
376412438,excel-exercises,javierayalar,7,0,,"dashboard, excel, pivot-tables, power-query","📋 📊 Excel exercises using Power Query, Pivot Tables and Dashboards. ",M,"Professional, scientific activities",high
812432053,timeline-jira-google-sheets,zmandel,7,1,JavaScript,,Create awesome Jira timelines for multiple projects in Google sheets,J,Information and communication,high
517158095,Danna,dannxvc,7,1,JavaScript,"css, portfolio, react, reactjs",My personal portfolio to display necessary information about me.,J,Information and communication,high
704000227,Test-driven_development,JuanDiegoGuerra,7,2,Ruby,,"In this project you will implement a class with some methods, but you will do it by doing test-driven development (TDD). Remember that the idea is to write tests first and then the code. This will be verified in your commits history, so it is important to use the proper sequence.",M,"Professional, scientific activities",high
701102783,OOP-School-Library,JuanDiegoGuerra,7,0,Ruby,,"Imagine that you are the librarian of OOP University, and you need a tool to record what books are in the library and who borrows them.",P,Education,high
688324986,ReactCapstoneProject_MetricsWebapp,JuanDiegoGuerra,7,0,JavaScript,,This React capstone project is about building a mobile web application to check a list of metrics (numeric values) that you will create making use of React and Redux.,J,Information and communication,high
442600163,Spiderfoot,NextKool,7,2,Python,,SpiderFoot automates OSINT for threat intelligence and mapping your attack surface.,J,Information and communication,high
750563307,Snavanced,Alessandrito123,7,2,JavaScript,,Snavanced! is a Snap! mod that includes more features for it to create projects efficiently.,P,Education,high
1103519897,chat-auto-translated-gunz,madmarin,7,0,C++,,Real-time chat translation using language prefixes and the MyMemory API.,J,Information and communication,high
878986314,claude_ui_shortcuts,A-PachecoT,7,3,JavaScript,,Chrome extension that add keyboard shortcuts to Claude IDE similar to ChatGPT,J,Information and communication,high
605871323,myself,minskylab,7,2,Rust,"ai, chatgpt, gpt-3, openapi, rust, rust-library","Myself is a Rust library for building conversational agents powered by LLM technology , providing a simple Agent abstraction to manage interactions and memory. It's like a engine to create LLM Powered Apps.",J,Information and communication,high
356989921,login-animado-monster,gcancho,7,3,JavaScript,,Login animado,J,Information and communication,medium
625534425,auth_microservice,boomslag,7,4,Python,,Boomslag authentication microservice,J,Information and communication,high
694861119,cleverclient,sashirestela,7,1,Java,"api-rest, client, http, httpclient, java, okhttp, okhttpclient, rest, restclient, websocket, websocket-client",A Java library for making http client and websocket requests easily.,J,Information and communication,high
440375597,vite-react-starter,Luiggi370z,7,7,TypeScript,"eslint, jest, prettier, react, react-hooks, react-query, react-router, tailwindcss, typescript, vitejs","Starter kit for ReactJS using ViteJS, TS, Tailwind, Jest, ESLint and more. Includes best practices for folder structure, implementation and examples",J,Information and communication,high
134331503,kubernetes-task-runner,ivoscc,7,1,Python,,Provides an API to launch one-time tasks as Jobs on a Kubernetes cluster.,J,Information and communication,high
